0.1818200,0.0512800,0.0000000,0.9458000,0.5384600,0.9935300,0.9458000,0.0000000,7,0
0.5740700,0.7948700,1.0000000,0.9879700,0.5384600,0.9935900,0.9005000,1.0000000,7,1
0.0400000,0.1428600,0.0000000,0.0000100,0.0000000,0.0000000,0.0000100,0.9090900,7,0
0.0810800,0.1666700,0.5000000,0.1081700,0.0000000,0.0000000,0.0988200,0.8571400,3,0
0.0285700,0.1250000,0.0000000,0.0057100,0.0000000,0.0000000,0.0057100,0.7619000,1,0
0.8333300,0.2000000,1.0000000,0.2966400,0.2800000,0.9935900,0.2965800,1.0000000,7,1
0.3333300,0.0217400,0.0000000,0.0307100,0.6087000,0.9935900,0.0307100,0.0000000,1,0
0.0833300,0.0434800,0.0000000,0.9708900,0.6087000,0.9935900,0.9703600,0.0000000,7,0
0.0312500,0.0454500,0.0000000,0.0738700,0.1818200,0.9935900,0.0738700,0.0000000,7,0
0.0384600,0.0454500,0.0000000,0.8649000,0.1818200,0.0000000,0.8649000,0.0000000,1,0
0.0625000,0.2000000,0.0000000,0.0210700,0.0000000,0.0000000,0.0210700,0.8571400,7,0
0.3846200,0.2083300,0.0000000,0.3390400,0.2500000,0.0000000,0.3390100,0.8333300,3,0
0.0500000,0.0285700,0.0000000,0.8943700,0.4857100,0.9989000,0.8943700,0.0000000,7,0
0.0344800,0.1250000,0.0000000,0.3722800,0.0000000,0.0000000,0.3722400,0.9473700,7,0
0.4642900,0.3611100,0.5000000,0.9882400,0.5000000,0.9935900,0.8458300,1.0000000,3,0
0.1052600,0.0800000,0.0000000,0.0506100,0.2800000,0.0000000,0.0405400,0.0000000,3,0
0.0357100,0.0270300,0.0000000,0.9736600,0.5135100,0.6764000,0.9736600,0.0000000,3,0
0.0030200,0.0909100,0.0000000,0.0041900,0.0000000,0.0000000,0.0041900,0.0000000,7,0
0.0833300,0.0833300,0.0000000,0.3514700,0.0000000,0.9935900,0.3514700,0.0000000,3,0
0.0106400,0.0416700,0.0000000,0.6519700,0.2500000,0.9999400,0.6519700,0.0000000,10,0
0.0158700,0.0588200,0.0000000,0.0000100,0.0000000,0.9935900,0.0000100,0.0000000,3,0
0.1250000,0.0344800,0.0000000,0.8303500,0.3793100,0.0000000,0.8303500,0.0000000,3,0
0.0714300,0.0588200,0.0000000,0.0000200,0.0000000,0.9935900,0.0000200,0.0000000,7,0
0.0082600,0.1250000,0.0000000,0.5411200,0.0000000,0.0000000,0.5411200,0.8181800,5,0
0.0175400,0.0500000,0.0000000,0.7510400,0.1000000,0.9935900,0.7510400,0.0000000,7,0
0.0344800,0.0400000,0.0000000,0.6741400,0.6400000,0.0000000,0.6741200,0.0000000,3,0
0.0714300,0.1428600,0.0000000,0.0000800,0.0000000,0.0000000,0.0000800,0.7142900,7,0
0.0108700,0.0833300,0.0000000,0.3522500,0.0000000,0.0000000,0.3522500,0.0000000,5,0
0.4000000,0.0800000,0.0000000,0.9368500,0.2800000,0.0000000,0.9368500,0.0000000,1,0
0.0149300,0.0526300,0.0000000,0.2702300,0.0526300,0.9935900,0.2702300,0.0000000,7,0
0.0563400,0.2105300,0.5000000,0.9484000,0.0526300,0.9935300,0.9483500,1.0000000,7,1
0.0250000,0.0285700,0.0000000,0.9300700,0.4857100,0.9935900,0.9300700,0.0000000,1,0
0.0204100,0.0909100,0.0000000,0.0124400,0.0000000,0.0000000,0.0124400,0.0000000,3,0
0.0555600,0.0526300,0.0000000,0.7849200,0.0526300,0.9935300,0.7849200,0.0000000,5,0
0.4444400,0.4444400,0.0000000,0.0526800,0.0000000,0.0000000,0.0520700,0.7500000,7,0
0.1818200,0.2000000,0.0000000,0.0310100,0.0000000,0.0000000,0.0291300,1.0000000,5,0
0.6470600,0.6111100,1.0000000,0.3844300,0.0000000,0.0000000,0.2934700,1.0000000,5,1
0.3333300,0.0400000,0.0000000,0.9942700,0.2800000,0.9935900,0.9942700,0.0000000,1,0
0.0666700,0.0555600,0.0000000,0.6722400,0.0000000,0.0000000,0.6722400,0.0000000,10,0
0.0188700,0.1000000,0.0000000,0.0658100,0.0000000,0.0000000,0.0658100,0.8571400,1,0
0.1558400,0.5714300,1.0000000,0.8014800,0.1428600,0.9352800,0.4226400,0.8333300,7,1
0.0108700,0.0294100,0.0000000,0.9532500,0.4705900,0.9935900,0.9532500,0.0000000,7,0
0.0714300,0.0476200,0.0000000,0.0484200,0.1428600,0.9935900,0.0484200,0.0000000,5,0
0.1250000,0.0357100,0.0000000,0.9757200,0.3571400,0.9935900,0.9757200,0.0000000,3,0
0.1111100,0.0238100,0.0000000,0.9293000,0.5714300,0.9935300,0.9293000,0.0000000,7,0
0.0285700,0.0714300,0.0000000,0.0847500,0.0000000,0.0000000,0.0847500,0.0000000,7,0
0.1250000,0.2222200,0.5000000,0.6025800,0.0000000,0.0000000,0.0403100,0.8125000,7,1
0.0185200,0.1666700,0.0000000,0.0019400,0.0000000,0.0000000,0.0019400,1.0000000,5,0
0.4444400,0.2857100,0.5000000,0.2521900,0.3571400,0.0000000,0.0527900,1.0000000,5,0
0.0172400,0.0714300,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,7,0
0.0769200,0.1071400,0.0000000,0.8752500,0.3571400,0.9935900,0.8752400,0.7500000,7,0
1.0000000,0.0476200,0.0000000,0.8619600,0.5714300,0.9999400,0.8617800,0.0000000,1,0
0.0769200,0.1666700,0.0000000,0.0072200,0.0000000,0.0000000,0.0072200,1.0000000,7,0
0.0098000,0.0250000,0.0000000,0.0000300,0.5500000,0.9935900,0.0000300,0.0000000,1,0
0.1333300,0.2666700,1.0000000,0.2023800,0.0000000,0.0000000,0.2023700,1.0000000,7,1
0.0317500,0.3333300,0.0000000,0.1551300,0.0000000,0.9999400,0.1551200,0.8095200,3,0
0.1666700,0.0714300,0.0000000,0.8257800,0.3571400,0.9353500,0.8257800,0.0000000,7,0
0.0519500,0.1818200,0.0000000,0.7665100,0.1818200,0.0000000,0.7664900,0.9230800,5,0
0.1000000,0.1666700,0.0000000,0.0374900,0.0000000,0.9935900,0.0374000,1.0000000,1,0
0.1666700,0.0625000,0.0000000,0.0000200,0.0000000,0.0000000,0.0000200,0.0000000,1,0
0.0588200,0.0238100,0.0000000,0.9283300,0.5714300,0.9999400,0.9283300,0.0000000,1,0
0.0227300,0.0454500,0.0000000,0.5773600,0.1818200,0.9935900,0.5773600,0.0000000,7,0
0.1250000,0.0909100,0.0000000,0.0221200,0.0000000,0.0000000,0.0221200,0.0000000,1,0
0.1428600,0.0188700,0.0000000,0.0020000,0.6603800,0.9999400,0.0020000,0.0000000,5,0
0.1111100,0.0625000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,7,0
0.7500000,0.1875000,1.0000000,0.6049800,0.4375000,0.9935900,0.6049500,1.0000000,3,1
0.1000000,0.3333300,1.0000000,0.3970200,0.0000000,0.0000000,0.3969900,1.0000000,7,1
0.0344800,0.1666700,0.0000000,0.8713500,0.0000000,0.9935900,0.8713500,0.8518500,1,0
0.0769200,0.0625000,0.0000000,0.0000100,0.0000000,0.0000000,0.0000100,0.0000000,7,0
0.0434800,0.0303000,0.0000000,0.3292400,0.4545500,0.9999400,0.3292400,0.0000000,7,0
0.1764700,0.0588200,0.0000000,0.8820500,0.6470600,0.9935900,0.8820200,0.0000000,3,0
0.0476200,0.0500000,0.0000000,0.6614700,0.1000000,0.0000000,0.6614700,0.0000000,1,0
0.2000000,0.0200000,0.0000000,0.9659500,0.6400000,0.0000000,0.9659500,0.0000000,3,0
0.5000000,0.0625000,0.0000000,0.0131000,0.0000000,0.0000000,0.0131000,0.0000000,7,0
0.1428600,0.0625000,0.0000000,0.7520800,0.0000000,0.0000000,0.7520800,0.0000000,5,0
